Version,3.0.0,,,,,,,,,
setCompID,setID,setType,partID,label,enumeration,status,firstReleased,lastUpdated,changes,notes
popAreaSet_suburban,popAreaSet,mmaSets,suburban,Suburban,1,active,2.3.0,2.3.0,,
popAreaSet_rural,popAreaSet,mmaSets,rural,Rural,2,active,2.3.0,2.3.0,,
popAreaSet_urban,popAreaSet,mmaSets,urban,Urban,3,active,2.3.0,2.3.0,,
popDensUnitSet_personPerMile,popDensUnitSet,unitSets,personPerMile,Persons per square mile,1,active,2.3.0,2.3.0,,
popDensUnitSet_personPerKm,popDensUnitSet,unitSets,personPerKm,Persons for square kilometre,2,active,2.3.0,2.3.0,,
popDensUnitSet_resPerMile,popDensUnitSet,unitSets,resPerMile,Residents per square mile,3,active,2.3.0,2.3.0,,
popDensUnitSet_resPerKm,popDensUnitSet,unitSets,resPerKm,Residents per square kilometre,4,active,2.3.0,2.3.0,,
popDensUnitSet_hUn,popDensUnitSet,unitSets,hUn,See Header for Unit,5,active,3.0.0,3.0.0,,
popIntSet_less10,popIntSet,mmaSets,less10,<10 people,1,active,3.0.0,3.0.0,,
popIntSet_less100,popIntSet,mmaSets,less100,10 - 100 people,2,active,3.0.0,3.0.0,,
popIntSet_less100k,popIntSet,mmaSets,less100k,"10,000 - 100,000 people",3,active,3.0.0,3.0.0,,
popIntSet_less10k,popIntSet,mmaSets,less10k,"1,000 - 10,000 people",4,active,3.0.0,3.0.0,,
popIntSet_less1k,popIntSet,mmaSets,less1k,"100 - 1,000 people",5,active,3.0.0,3.0.0,,
popIntSet_less1mil,popIntSet,mmaSets,less1mil,"100,000 -  1,000,000 people",6,active,3.0.0,3.0.0,,
popIntSet_more1mil,popIntSet,mmaSets,more1mil,"1,000,000+ people",7,active,3.0.0,3.0.0,,
popMetSet_census,popMetSet,mmaSets,census,Population census,1,active,2.3.0,2.3.0,,
popMetSet_count,popMetSet,mmaSets,count,Population count,2,active,2.3.0,2.3.0,,
popMetSet_rev,popMetSet,mmaSets,rev,Review of records,3,active,2.3.0,2.3.0,,
poPolySpecimenSet_poly,poPolySpecimenSet,specimenSets,poly,Polygon,1,active,3.0.0,3.0.0,,
poPolySpecimenSet_pop,poPolySpecimenSet,specimenSets,pop,Population,2,active,3.0.0,3.0.0,,
populationUnitSet_acti,populationUnitSet,unitSets,acti,Number of active cases,1,active,2.0.0,2.0.0,,
populationUnitSet_conf,populationUnitSet,unitSets,conf,Number of confirmed cases,2,active,2.0.0,2.0.0,,
populationUnitSet_confEp,populationUnitSet,unitSets,confEp,Number of confirmed cases by episode date,3,active,2.0.0,2.0.0,,
populationUnitSet_confOn,populationUnitSet,unitSets,confOn,Number of confirmed Cases Onset date,4,active,2.0.0,2.0.0,,
populationUnitSet_confTest,populationUnitSet,unitSets,confTest,Number of confirmed cases test date,5,active,2.0.0,2.0.0,,
populationUnitSet_hosa,populationUnitSet,unitSets,hosa,General Hospital Admissions,6,active,2.0.0,2.0.0,,
populationUnitSet_hosc,populationUnitSet,unitSets,hosc,Hospital Census,7,active,2.0.0,2.0.0,,
populationUnitSet_icu,populationUnitSet,unitSets,icu,Intensive care unit patients,8,active,2.0.0,2.0.0,,
populationUnitSet_newVax,populationUnitSet,unitSets,newVax,Population of newly vaccinated persons,9,active,2.0.0,2.0.0,,
populationUnitSet_pprt,populationUnitSet,unitSets,pprt,Percent positivity rate,10,active,2.0.0,2.0.0,,
populationUnitSet_ptot,populationUnitSet,unitSets,ptot,Number of positive tests,11,active,2.0.0,2.0.0,,
populationUnitSet_test,populationUnitSet,unitSets,test,Number of tests performed,12,active,2.0.0,2.0.0,,
populationUnitSet_rP100,populationUnitSet,unitSets,rP100,"Rate per 100,000",13,active,2.0.0,2.0.0,,
populationUnitSet_recov,populationUnitSet,unitSets,recov,Recovered patients,14,active,2.0.0,2.0.0,,
populationUnitSet_death,populationUnitSet,unitSets,death,Deaths,15,active,2.0.0,2.0.0,,
populationUnitSet_vax1,populationUnitSet,unitSets,vax1,Population with 1 dose of vaccine,16,active,2.2.0,2.2.0,,
populationUnitSet_vax1p,populationUnitSet,unitSets,vax1p,Proportion of population with 1+ vaccine dose(s),17,active,2.2.0,2.2.0,,
populationUnitSet_vax1plus,populationUnitSet,unitSets,vax1plus,Population with 1+ dose(s) of vaccine,18,active,2.2.0,2.2.0,,
populationUnitSet_vax2,populationUnitSet,unitSets,vax2,Population with 2 or more doses of vaccine,19,active,2.2.0,2.2.0,,
populationUnitSet_vax2p,populationUnitSet,unitSets,vax2p,Proportion of population with 2+ vaccine doses,20,active,2.2.0,2.2.0,,
populationUnitSet_vax2plus,populationUnitSet,unitSets,vax2plus,Population with 2+ or more doses of vaccine,21,active,2.2.0,2.2.0,,
populationUnitSet_vax3,populationUnitSet,unitSets,vax3,Population with 3 or more doses of vaccine,22,active,2.2.0,2.2.0,,
populationUnitSet_vax3p,populationUnitSet,unitSets,vax3p,Proportion of population with 3+ vaccine doses,23,active,2.2.0,2.2.0,,
populationUnitSet_vax3plus,populationUnitSet,unitSets,vax3plus,Population with 3+ or more doses of vaccine,24,active,2.2.0,2.2.0,,
populationUnitSet_vax4,populationUnitSet,unitSets,vax4,Population with 4 or more doses of vaccine,25,active,2.2.0,2.2.0,,
populationUnitSet_vax4p,populationUnitSet,unitSets,vax4p,Proportion of population with 4+ vaccine doses,26,active,2.2.0,2.2.0,,
populationUnitSet_vax4plus,populationUnitSet,unitSets,vax4plus,Population with 4+ or more doses of vaccine,27,active,2.2.0,2.2.0,,
populationUnitSet_actiCaseOn,populationUnitSet,unitSets,actiCaseOn,Number of active cases by Onset date,28,active,3.0.0,3.0.0,,
populationUnitSet_actiEp,populationUnitSet,unitSets,actiEp,Number of active cases by episode date,29,active,3.0.0,3.0.0,,
populationUnitSet_actiRep,populationUnitSet,unitSets,actiRep,Number of active cases by Report date,30,active,3.0.0,3.0.0,,
populationUnitSet_actiTest,populationUnitSet,unitSets,actiTest,Number of active cases by test date,31,active,3.0.0,3.0.0,,
populationUnitSet_caseEpDate,populationUnitSet,unitSets,caseEpDate,Episode date of confirmed cases,32,active,3.0.0,3.0.0,,
populationUnitSet_caseOnDate,populationUnitSet,unitSets,caseOnDate,Onset date of confirmed cases,33,active,3.0.0,3.0.0,,
populationUnitSet_caseRepDate,populationUnitSet,unitSets,caseRepDate,Report date of confirmed cases,34,active,3.0.0,3.0.0,,
populationUnitSet_caseTestDate,populationUnitSet,unitSets,caseTestDate,Test date of confirmed cases,35,active,3.0.0,3.0.0,,
populationUnitSet_confRep,populationUnitSet,unitSets,confRep,Number of confirmed cases by report date,36,active,3.0.0,3.0.0,,
populationUnitSet_peeps,populationUnitSet,unitSets,peeps,Number of people,37,active,3.0.0,3.0.0,,
populationUnitSet_hUn,populationUnitSet,unitSets,hUn,See Header for Unit,38,active,3.0.0,3.0.0,,
poSaSpecimenSet_pop,poSaSpecimenSet,specimenSets,pop,Population,1,active,2.0.0,2.0.0,,
poSaSpecimenSet_sa,poSaSpecimenSet,specimenSets,sa,Sample,2,active,2.0.0,2.0.0,,
poSiSpecimenSet_pop,poSiSpecimenSet,specimenSets,pop,Population,1,active,2.0.0,2.0.0,,
poSiSpecimenSet_sit,poSiSpecimenSet,specimenSets,sit,Site,2,active,2.0.0,2.0.0,,
poSpecimenSet_pop,poSpecimenSet,specimenSets,pop,Population,1,active,2.0.0,2.0.0,,
precipitationUnitSet_cm,precipitationUnitSet,unitSets,cm,Centimetres,1,active,2.0.0,2.0.0,,
precipitationUnitSet_mm,precipitationUnitSet,unitSets,mm,Millimetres,2,active,2.0.0,2.0.0,,
precipitationUnitSet_meter,precipitationUnitSet,unitSets,meter,Meter,3,active,3.0.0,3.0.0,,
precipitationUnitSet_inch,precipitationUnitSet,unitSets,inch,Inch,4,active,3.0.0,3.0.0,,
precipitationUnitSet_foot,precipitationUnitSet,unitSets,foot,Feet,5,active,3.0.0,3.0.0,,
precipitationUnitSet_hUn,precipitationUnitSet,unitSets,hUn,See Header for Unit,6,active,3.0.0,3.0.0,,
presampSet_agri,presampSet,mmaSets,agri,Agricultural activity,1,active,3.0.0,3.0.0,,
presampSet_husb,presampSet,mmaSets,husb,Animal husbandry,2,active,3.0.0,3.0.0,,
presampSet_indus,presampSet,mmaSets,indus,Industrial activity,3,active,3.0.0,3.0.0,,
presampSet_hcAct,presampSet,mmaSets,hcAct,Healthcare activity,4,active,3.0.0,3.0.0,,
presampSet_wwTrt,presampSet,mmaSets,wwTrt,Wastewater treatment,5,active,3.0.0,3.0.0,,
presampSet_wwFilt,presampSet,mmaSets,wwFilt,Wastewater filtration,6,active,3.0.0,3.0.0,,
presampSet_wwGrit,presampSet,mmaSets,wwGrit,Wastewater grit removal,7,active,3.0.0,3.0.0,,
presampSet_wwMic,presampSet,mmaSets,wwMic,Wastewater microbial treatment,8,active,3.0.0,3.0.0,,
presampSet_wwPriSed,presampSet,mmaSets,wwPriSed,Wastewtaer primary sedimentation,9,active,3.0.0,3.0.0,,
presampSet_wwSecSed,presampSet,mmaSets,wwSecSed,Wastewater secondary sedimentation,10,active,3.0.0,3.0.0,,
presampSet_wwAerDigest,presampSet,mmaSets,wwAerDigest,Wastewater aerobic digestion,11,active,3.0.0,3.0.0,,
presampSet_wwAnaerDigest,presampSet,mmaSets,wwAnaerDigest,Wastewater anaerobic digestion,12,active,3.0.0,3.0.0,,
presampSet_wwScreen,presampSet,mmaSets,wwScreen,Wastewater screening process,13,active,3.0.0,3.0.0,,
presampSet_wwDewater,presampSet,mmaSets,wwDewater,Wastewater sludge dewatering,14,active,3.0.0,3.0.0,,
presampSet_wwDry,presampSet,mmaSets,wwDry,Wastewater sludge drying,15,active,3.0.0,3.0.0,,
presampSet_wwDesludge,presampSet,mmaSets,wwDesludge,Wastewater sludge removal,16,active,3.0.0,3.0.0,,
presampSet_wwCominuated,presampSet,mmaSets,wwCominuated,wastewater comminution process,17,active,3.0.0,3.0.0,,
primerSet_articV3,primerSet,mmaSets,articV3,Use of the articV3 primer,1,active,2.0.0,2.0.0,,
primerSet_articV4,primerSet,mmaSets,articV4,Use of the articV4 primer,2,active,2.0.0,2.0.0,,
primerSet_cdcCovN1IDTFor,primerSet,mmaSets,cdcCovN1IDTFor,2019-nCoV_N1 forward primer (IDT),3,active,2.2.0,2.2.0,,
primerSet_cdcCovN1IDTRev,primerSet,mmaSets,cdcCovN1IDTRev,2019-nCoV_N1 reverse primer (IDT),4,active,2.2.0,2.2.0,,
primerSet_cdcCovN2IDTFor,primerSet,mmaSets,cdcCovN2IDTFor,2019-nCoV_N2 forward primer (IDT),5,active,2.2.0,2.2.0,,
primerSet_cdcCovN2IDTRev,primerSet,mmaSets,cdcCovN2IDTRev,2019-nCoV_N2 reverse primer (IDT),6,active,2.2.0,2.2.0,,
primerSet_cdcCovN3IDTFor,primerSet,mmaSets,cdcCovN3IDTFor,2019-nCoV_N3 forward primer (IDT),7,active,2.2.0,2.2.0,,
primerSet_cdcCovN3IDTRev,primerSet,mmaSets,cdcCovN3IDTRev,2019-nCoV_N3 reverse primer (IDT),8,active,2.2.0,2.2.0,,
primerSet_cdcCovEIDTFor,primerSet,mmaSets,cdcCovEIDTFor,Sarbeco_E forward primer (IDT),9,active,2.2.0,2.2.0,,
primerSet_cdcCovEIDTRev,primerSet,mmaSets,cdcCovEIDTRev,Sarbeco_E reverse primer (IDT),10,active,2.2.0,2.2.0,,
primerSet_bact16sABIFor,primerSet,mmaSets,bact16sABIFor,Bacteroides 16S forward primer (HF183) (ABI),11,active,2.2.0,2.2.0,,
primerSet_bact16sABIRev,primerSet,mmaSets,bact16sABIRev,Bacteroides 16S reverse primer (BacR287) (ABI),12,active,2.2.0,2.2.0,,
primerSet_pmmvABIFor,primerSet,mmaSets,pmmvABIFor,PMMV forward primer (ABI),13,active,2.2.0,2.2.0,,
primerSet_pmmvABIRev,primerSet,mmaSets,pmmvABIRev,PMMV reverse primer (ABI),14,active,2.2.0,2.2.0,,
primerSet_vsvABIFor,primerSet,mmaSets,vsvABIFor,VSV forward primer (ABI),15,active,2.2.0,2.2.0,,
primerSet_vsvABIRev,primerSet,mmaSets,vsvABIRev,VSV reverse primer (ABI),16,active,2.2.0,2.2.0,,
primerSet_articV1,primerSet,mmaSets,articV1,Artic V1 Primer Set,17,active,2.3.0,2.3.0,,
primerSet_articV2,primerSet,mmaSets,articV2,Artic V2 Primer Set,18,active,2.3.0,2.3.0,,
primerSet_articV41,primerSet,mmaSets,articV41,Artic V4.1 Primer Set,19,active,2.3.0,2.3.0,,
primerSet_articV500,primerSet,mmaSets,articV500,Artic V5 Primer Set,20,active,2.3.0,2.3.0,,
primerSet_articV510,primerSet,mmaSets,articV510,Artic V5.1 Primer Set,21,active,2.3.0,2.3.0,,
primerSet_articV520bp1200,primerSet,mmaSets,articV520bp1200,"Artic V5.2 Primer Set, 1200bp",22,active,2.3.0,2.3.0,,
primerSet_articV520bp400,primerSet,mmaSets,articV520bp400,"Artic V5.2 Primer Set, 400bp",23,active,2.3.0,2.3.0,,
primerSet_articV532,primerSet,mmaSets,articV532,Artic V5.3.2 Primer Set,24,active,2.3.0,2.3.0,,
primerSet_edenV1,primerSet,mmaSets,edenV1,Eden V1 Primer Set,25,active,2.3.0,2.3.0,,
primerSet_midnightBCCDCv1,primerSet,mmaSets,midnightBCCDCv1,Midnight and BC-CDC V1 Primer Set,26,active,2.3.0,2.3.0,,
primerSet_midnightBCCDCv2,primerSet,mmaSets,midnightBCCDCv2,Midnight and BC-CDC V2 Primer Set,27,active,2.3.0,2.3.0,,
primerSet_midnightBCCDCv3,primerSet,mmaSets,midnightBCCDCv3,Midnight and BC-CDC V3 Primer Set,28,active,2.3.0,2.3.0,,
primerSet_midnightBCCDCv4,primerSet,mmaSets,midnightBCCDCv4,Midnight and BC-CDC V4 Primer Set,29,active,2.3.0,2.3.0,,
primerSet_midnightV3,primerSet,mmaSets,midnightV3,Midnight scheme V3 Primer Set,30,active,2.3.0,2.3.0,,
primerSet_midnightV1,primerSet,mmaSets,midnightV1,Midnight scheme V1 Primer Set,31,active,2.3.0,2.3.0,,
primerSet_midnightV2,primerSet,mmaSets,midnightV2,Midnight scheme V2 Primer Set,32,active,2.3.0,2.3.0,,
primerSet_nebVarSkipV1aLong,primerSet,mmaSets,nebVarSkipV1aLong,New England Biolabs VarSKip V1a Long Primer Set,33,active,2.3.0,2.3.0,,
primerSet_nebVarSkipV1aShort,primerSet,mmaSets,nebVarSkipV1aShort,New England Biolabs VarSKip V1a short Primer Set,34,active,2.3.0,2.3.0,,
primerSet_nebVarSkipV2a,primerSet,mmaSets,nebVarSkipV2a,New England Biolabs VarSKip V2a Primer Set,35,active,2.3.0,2.3.0,,
primerSet_nebVarSkipV2b,primerSet,mmaSets,nebVarSkipV2b,New England Biolabs VarSKip V2b Primer Set,36,active,2.3.0,2.3.0,,
primerSet_cdcCovN1IDTProbe,primerSet,mmaSets,cdcCovN1IDTProbe,2019-nCoV_N1 probe (IDT),37,active,3.0.0,3.0.0,,
primerSet_cdcCovN2IDTProbe,primerSet,mmaSets,cdcCovN2IDTProbe,2019-nCoV_N2 probe (IDT),38,active,3.0.0,3.0.0,,
primerSet_cdcCovN3IDTProbe,primerSet,mmaSets,cdcCovN3IDTProbe,2019-nCoV_N3 probe (IDT),39,active,3.0.0,3.0.0,,
primerSet_bact16sABIProbe,primerSet,mmaSets,bact16sABIProbe,Bacteroides 16S probe (BacP234) (ABI),40,active,3.0.0,3.0.0,,
primerSet_pmmvABIProbe,primerSet,mmaSets,pmmvABIProbe,PMMV probe (ABI),41,active,3.0.0,3.0.0,,
primerSet_vsvABIProbe,primerSet,mmaSets,vsvABIProbe,VSV probe (ABI),42,active,3.0.0,3.0.0,,
primerSet_cdcCovEIDTProbe,primerSet,mmaSets,cdcCovEIDTProbe,Sarbeco_E probe (IDT),43,active,3.0.0,3.0.0,,
protocolRelSet_before,protocolRelSet,mmaSets,before,Is Before,1,active,2.0.0,2.0.0,,
protocolRelSet_specifies,protocolRelSet,mmaSets,specifies,Specifies,2,active,2.0.0,2.0.0,,
protocolRelSet_concurrent,protocolRelSet,mmaSets,concurrent,Is concurrent to,3,active,2.0.0,2.0.0,,
protocolTableSet_protocols,protocolTableSet,dictSets,protocols,Protocols table,1,active,2.0.0,2.0.0,,
protocolTableSet_protocolRelationships,protocolTableSet,dictSets,protocolRelationships,Protocol relationships table,2,active,2.0.0,2.0.0,,
protocolTableSet_protocolSteps,protocolTableSet,dictSets,protocolSteps,Protocol steps table,3,active,2.0.0,2.0.0,,
protocolTableSet_instruments,protocolTableSet,dictSets,instruments,Instrument table,4,active,2.0.0,2.0.0,,
purposeSet_education,purposeSet,mmaSets,education,Education,1,active,2.0.0,2.0.0,,
purposeSet_multiple,purposeSet,mmaSets,multiple,Multiple Purpose,2,active,2.0.0,2.0.0,,
purposeSet_provisional,purposeSet,mmaSets,provisional,Provisional report,3,active,2.0.0,2.0.0,,
purposeSet_qualityControl,purposeSet,mmaSets,qualityControl,Quality control,4,active,2.0.0,2.0.0,,
purposeSet_regular,purposeSet,mmaSets,regular,Regular Pathogen Surveillance,5,active,2.0.0,2.0.0,,
purposeSet_testing,purposeSet,mmaSets,testing,Protocol testing,6,active,2.0.0,2.0.0,,
purposeSet_validationStudy,purposeSet,mmaSets,validationStudy,Validation study,7,active,2.0.0,2.0.0,,
purposeSet_norm,purposeSet,mmaSets,norm,Purpose is normalization,8,active,2.3.0,2.3.0,,
purposeSet_wwtpAssess,purposeSet,mmaSets,wwtpAssess,Wastewater treatment efficiency assessment,9,active,2.3.0,2.3.0,,
purposeSet_chemSurv,purposeSet,mmaSets,chemSurv,Chemical contaminant surveillance,10,active,2.3.0,2.3.0,,
purposeSet_drugSurv,purposeSet,mmaSets,drugSurv,Drug surveillance,11,active,2.3.0,2.3.0,,
purposeSet_researchPurp,purposeSet,mmaSets,researchPurp,Research purposes,13,active,2.3.0,2.3.0,,
purposeSet_profil,purposeSet,mmaSets,profil,Environmental survey or profiling,14,active,2.3.0,2.3.0,,
purposeSet_randomSurv,purposeSet,mmaSets,randomSurv,Random sampling surveillance program,16,active,2.3.0,2.3.0,,
purposeSet_emergSurv,purposeSet,mmaSets,emergSurv,Emergency targetted surveillance program,17,active,2.3.0,2.3.0,,
purposeSet_targetSurv,purposeSet,mmaSets,targetSurv,Targeted surveillance program,18,active,2.3.0,2.3.0,,
purposeSet_longSurv,purposeSet,mmaSets,longSurv,"Longitudinal, repeat sampling surveillance program",19,active,2.3.0,2.3.0,,
purposeSet_travelSurv,purposeSet,mmaSets,travelSurv,Travel hub surveillance - general,20,active,2.3.0,2.3.0,,
purposeSet_domSurv,purposeSet,mmaSets,domSurv,Domestic travel hub surveillance,21,active,2.3.0,2.3.0,,
purposeSet_internatSurv,purposeSet,mmaSets,internatSurv,International travel hub surveillance,22,active,2.3.0,2.3.0,,
purposeSet_viralPass,purposeSet,mmaSets,viralPass,Viral passage experiment,24,active,2.3.0,2.3.0,,
rawSeqProcSet_fastQC,rawSeqProcSet,mmaSets,fastQC,FastQC,1,active,2.3.0,2.3.0,,
rawSeqProcSet_trimmomatic,rawSeqProcSet,mmaSets,trimmomatic,Trimmomatic,2,active,2.3.0,2.3.0,,
rawSeqProcSet_cutadapt,rawSeqProcSet,mmaSets,cutadapt,Cutadapt,3,active,2.3.0,2.3.0,,
rawSeqProcSet_porechop,rawSeqProcSet,mmaSets,porechop,Porechop,4,active,2.3.0,2.3.0,,
rawSeqProcSet_bbmapSuite,rawSeqProcSet,mmaSets,bbmapSuite,BBMap Suite,5,active,2.3.0,2.3.0,,
rawSeqProcSet_adapterRemoval,rawSeqProcSet,mmaSets,adapterRemoval,AdapterRemoval,6,active,2.3.0,2.3.0,,
rawSeqProcSet_fastXTools,rawSeqProcSet,mmaSets,fastXTools,FASTX Toolkit,7,active,2.3.0,2.3.0,,
rawSeqProcSet_sickle,rawSeqProcSet,mmaSets,sickle,Sickle,8,active,2.3.0,2.3.0,,
rawSeqProcSet_iVar,rawSeqProcSet,mmaSets,iVar,iVar,9,active,2.3.0,2.3.0,,
rawSeqProcSet_skewer,rawSeqProcSet,mmaSets,skewer,Skewer,10,active,2.3.0,2.3.0,,
rawSeqProcSet_seqtk,rawSeqProcSet,mmaSets,seqtk,seqtk,11,active,2.3.0,2.3.0,,
rawSeqProcSet_prinseqLite,rawSeqProcSet,mmaSets,prinseqLite,Prinseq-lite,12,active,2.3.0,2.3.0,,
rawSeqProcSet_spades,rawSeqProcSet,mmaSets,spades,SPAdes,13,active,2.3.0,2.3.0,,
rawSeqProcSet_bayesHammer,rawSeqProcSet,mmaSets,bayesHammer,BayesHammer (from SPAdes),14,active,2.3.0,2.3.0,,
rawSeqProcSet_fqtrim,rawSeqProcSet,mmaSets,fqtrim,Fqtrim,15,active,2.3.0,2.3.0,,
rawSeqProcSet_umiTools,rawSeqProcSet,mmaSets,umiTools,UMI-tools,16,active,2.3.0,2.3.0,,
rawSeqProcSet_cdHIT,rawSeqProcSet,mmaSets,cdHIT,CD-HIT,17,active,2.3.0,2.3.0,,
rawSeqProcSet_sortMeRNA,rawSeqProcSet,mmaSets,sortMeRNA,SortMeRNA,18,active,2.3.0,2.3.0,,
rawSeqProcSet_fastp,rawSeqProcSet,mmaSets,fastp,FASTP,19,active,2.3.0,2.3.0,,
rawSeqProcSet_deconSeq,rawSeqProcSet,mmaSets,deconSeq,DeconSeq,20,active,2.3.0,2.3.0,,
rawSeqProcSet_dada2,rawSeqProcSet,mmaSets,dada2,DADA2,21,active,2.3.0,2.3.0,,
rawSeqProcSet_samTools,rawSeqProcSet,mmaSets,samTools,SAMtools,22,active,2.3.0,2.3.0,,
rawSeqProcSet_bwa,rawSeqProcSet,mmaSets,bwa,BWA (Burrows-Wheeler Aligner),23,active,2.3.0,2.3.0,,
rawSeqProcSet_minimap2,rawSeqProcSet,mmaSets,minimap2,Minimap2,24,active,2.3.0,2.3.0,,
rawSeqProcSet_kneadData,rawSeqProcSet,mmaSets,kneadData,KneadData,25,active,2.3.0,2.3.0,,
readMapperSet_bowtie2,readMapperSet,mmaSets,bowtie2,Bowtie2,1,active,3.0.0,3.0.0,,
readMapperSet_bwa,readMapperSet,mmaSets,bwa,BWA (Burrows-Wheeler Aligner),2,active,3.0.0,3.0.0,,
readMapperSet_star,readMapperSet,mmaSets,star,STAR (Spliced Transcripts Alignment to a Reference),3,active,3.0.0,3.0.0,,
readMapperSet_hisat2,readMapperSet,mmaSets,hisat2,HISAT2,4,active,3.0.0,3.0.0,,
readMapperSet_tophat,readMapperSet,mmaSets,tophat,TopHat,5,active,3.0.0,3.0.0,,
readMapperSet_minimap2,readMapperSet,mmaSets,minimap2,Minimap2,6,active,3.0.0,3.0.0,,
readMapperSet_bbmap,readMapperSet,mmaSets,bbmap,BBMap,7,active,3.0.0,3.0.0,,
readMapperSet_subread,readMapperSet,mmaSets,subread,Subread,8,active,3.0.0,3.0.0,,
readMapperSet_gemMapper,readMapperSet,mmaSets,gemMapper,GEM Mapper,9,active,3.0.0,3.0.0,,
readMapperSet_mapSplice,readMapperSet,mmaSets,mapSplice,MapSplice,10,active,3.0.0,3.0.0,,
readMapperSet_gmap,readMapperSet,mmaSets,gmap,GMAP,11,active,3.0.0,3.0.0,,
readMapperSet_gsnap,readMapperSet,mmaSets,gsnap,GSNAP,12,active,3.0.0,3.0.0,,
readMapperSet_soap2,readMapperSet,mmaSets,soap2,Soap2,13,active,3.0.0,3.0.0,,
readMapperSet_soap3,readMapperSet,mmaSets,soap3,Soap3,14,active,3.0.0,3.0.0,,
readMapperSet_novoalign,readMapperSet,mmaSets,novoalign,Novoalign,15,active,3.0.0,3.0.0,,
readMapperSet_cufflinks,readMapperSet,mmaSets,cufflinks,Cufflinks (with TopHat integration),16,active,3.0.0,3.0.0,,
readMapperSet_ngmlr,readMapperSet,mmaSets,ngmlr,NGMLR (Next-Generation Mapping and Long-Read Alignment),17,active,3.0.0,3.0.0,,
readMapperSet_graphmap,readMapperSet,mmaSets,graphmap,GraphMap,18,active,3.0.0,3.0.0,,
readMapperSet_last,readMapperSet,mmaSets,last,LAST (Large-Scale Alignment and Search Tool),19,active,3.0.0,3.0.0,,
readMapperSet_blasr,readMapperSet,mmaSets,blasr,BLASR (Basic Local Alignment with Successive Refinement),20,active,3.0.0,3.0.0,,
readMapperSet_snap,readMapperSet,mmaSets,snap,Snap,21,active,3.0.0,3.0.0,,
readMapperSet_smalt,readMapperSet,mmaSets,smalt,SMALT,22,active,3.0.0,3.0.0,,
regularReportTableSet_measures,regularReportTableSet,dictSets,measures,Measure report table,1,active,2.0.0,2.0.0,,
regularReportTableSet_samples,regularReportTableSet,dictSets,samples,Sample report table,2,active,2.0.0,2.0.0,,
relHumidUnitSet_perc,relHumidUnitSet,unitSets,perc,Percent,1,active,2.0.0,2.0.0,,
relHumidUnitSet_hUn,relHumidUnitSet,unitSets,hUn,See Header for Unit,2,active,3.0.0,3.0.0,,
relSet_before,relSet,mmaSets,before,Is Before,1,active,2.2.3,2.2.3,,
relSet_concurrent,relSet,mmaSets,concurrent,Is concurrent to,2,active,2.2.3,2.2.3,,
relSet_specifies,relSet,mmaSets,specifies,Specifies,3,active,2.2.3,2.2.3,,
relSet_child,relSet,mmaSets,child,Child relationship,4,active,2.2.3,2.2.3,,
relSet_colocated,relSet,mmaSets,colocated,Co-located sample,5,active,2.2.3,2.2.3,,
relSet_fieldReplicate,relSet,mmaSets,fieldReplicate,Field sample replicate,6,active,2.2.3,2.2.3,,
relSet_labDuplicate,relSet,mmaSets,labDuplicate,Laboratory duplicate,7,active,2.2.3,2.2.3,,
relSet_lcsd,relSet,mmaSets,lcsd,Laboratory control sample duplicate,8,active,2.2.3,2.2.3,,
relSet_msd,relSet,mmaSets,msd,Matrix spike duplicate,9,active,2.2.3,2.2.3,,
relSet_relNR,relSet,mmaSets,relNR,Relationship Not Reported,10,active,2.3.0,2.3.0,,
replicateSet_colocated,replicateSet,mmaSets,colocated,Co-located sample,1,active,2.0.0,2.0.0,,
replicateSet_fieldReplicate,replicateSet,mmaSets,fieldReplicate,Field sample replicate,2,active,2.0.0,2.0.0,,
replicateSet_labDuplicate,replicateSet,mmaSets,labDuplicate,Laboratory duplicate,3,active,2.0.0,2.0.0,,
replicateSet_lcsd,replicateSet,mmaSets,lcsd,Laboratory control sample duplicate,4,active,2.0.0,2.0.0,,
replicateSet_msd,replicateSet,mmaSets,msd,Matrix spike duplicate,5,active,2.0.0,2.0.0,,
replicateSet_unique,replicateSet,mmaSets,unique,Unique sample,6,active,2.0.0,2.0.0,,
replicateSet_posCon,replicateSet,mmaSets,posCon,Positive experimental control,7,active,2.3.0,2.3.0,,
replicateSet_negCon,replicateSet,mmaSets,negCon,Negative experimental control,8,active,2.3.0,2.3.0,,
replicateSet_techRep,replicateSet,mmaSets,techRep,Technical replicate,9,active,2.3.0,2.3.0,,
replicateSet_bioRep,replicateSet,mmaSets,bioRep,Biological replicate,10,active,2.3.0,2.3.0,,
replicateSet_sampleEvent,replicateSet,mmaSets,sampleEvent,Sampling Event,11,active,2.3.0,2.3.0,,
replicateSet_subSamp,replicateSet,mmaSets,subSamp,Subsample (General),12,active,2.3.0,2.3.0,,
replicateSet_derivedSamp,replicateSet,mmaSets,derivedSamp,Derived sample,13,active,3.0.0,3.0.0,,
replicateSet_unkn,replicateSet,mmaSets,unkn,Unknown sample,14,active,3.0.0,3.0.0,,
replicateSet_ntc,replicateSet,mmaSets,ntc,Non-template control,15,active,3.0.0,3.0.0,,
replicateSet_nac,replicateSet,mmaSets,nac,No amplification control,16,active,3.0.0,3.0.0,,
replicateSet_std,replicateSet,mmaSets,std,Standard sample,17,active,3.0.0,3.0.0,,
